,precision,recall,f1-score,support
0,0.9071428571428571,0.9338235294117647,0.9202898550724637,136.0
1,0.8,0.7346938775510204,0.7659574468085106,49.0
accuracy,0.8810810810810811,0.8810810810810811,0.8810810810810811,0.8810810810810811
macro avg,0.8535714285714286,0.8342587034813926,0.8431236509404871,185.0
weighted avg,0.8787644787644787,0.8810810810810811,0.8794126226133626,185.0
