profile_id,prism_replicate,perturbation_well,culture,perturbation_type,dose,broad_id,name,compound_plate,rep,screen
PREP051_PR300P_120H_X1.L2_R3:M10,PREP051_PR300P_120H_X1.L2_R3,M10,PR500B,trt_cp,2.5,BRD-K00003326-001-01-9,ginsenoside-RE,PREP051,X1,REP1M
PREP051_PR500_120H_X2_P6:P12,PREP051_PR500_120H_X2_P6,P12,PR500A,trt_cp,2.5,BRD-K00003326-001-01-9,ginsenoside-RE,PREP051,X2,REP1M
PREP051_PR300P_120H_X2.L2_R3:P12,PREP051_PR300P_120H_X2.L2_R3,P12,PR500B,trt_cp,2.5,BRD-K00003326-001-01-9,ginsenoside-RE,PREP051,X2,REP1M
PREP051_PR500_120H_X3_P6:N18,PREP051_PR500_120H_X3_P6,N18,PR500A,trt_cp,2.5,BRD-K00003326-001-01-9,ginsenoside-RE,PREP051,X3,REP1M
PREP051_PR300P_120H_X3.L2_R3:N18,PREP051_PR300P_120H_X3.L2_R3,N18,PR500B,trt_cp,2.5,BRD-K00003326-001-01-9,ginsenoside-RE,PREP051,X3,REP1M
PREP052_PR500_120H_X1_P6:L13,PREP052_PR500_120H_X1_P6,L13,PR500A,trt_cp,2.5,BRD-K38272302-001-02-7,GK921,PREP052,X1,REP1M
PREP052_PR300P_120H_X1.L2_R3:L13,PREP052_PR300P_120H_X1.L2_R3,L13,PR500B,trt_cp,2.5,BRD-K38272302-001-02-7,GK921,PREP052,X1,REP1M
PREP052_PR500_120H_X2_P6:L03,PREP052_PR500_120H_X2_P6,L03,PR500A,trt_cp,2.5,BRD-K38272302-001-02-7,GK921,PREP052,X2,REP1M
PREP052_PR300P_120H_X2.L2_R3:L03,PREP052_PR300P_120H_X2.L2_R3,L03,PR500B,trt_cp,2.5,BRD-K38272302-001-02-7,GK921,PREP052,X2,REP1M
PREP052_PR500_120H_X3.L2_P6:I17,PREP052_PR500_120H_X3.L2_P6,I17,PR500A,trt_cp,2.5,BRD-K38272302-001-02-7,GK921,PREP052,X3,REP1M
PREP052_PR300P_120H_X3.L2_R3:I17,PREP052_PR300P_120H_X3.L2_R3,I17,PR500B,trt_cp,2.5,BRD-K38272302-001-02-7,GK921,PREP052,X3,REP1M
PREP051_PR500_120H_X1.L2_P6:I01,PREP051_PR500_120H_X1.L2_P6,I01,PR500A,trt_cp,2.5,BRD-K03827870-001-02-9,GKA-50,PREP051,X1,REP1M
PREP051_PR300P_120H_X1.L2_R3:I01,PREP051_PR300P_120H_X1.L2_R3,I01,PR500B,trt_cp,2.5,BRD-K03827870-001-02-9,GKA-50,PREP051,X1,REP1M
PREP051_PR500_120H_X2_P6:I13,PREP051_PR500_120H_X2_P6,I13,PR500A,trt_cp,2.5,BRD-K03827870-001-02-9,GKA-50,PREP051,X2,REP1M
PREP051_PR300P_120H_X2.L2_R3:I13,PREP051_PR300P_120H_X2.L2_R3,I13,PR500B,trt_cp,2.5,BRD-K03827870-001-02-9,GKA-50,PREP051,X2,REP1M
PREP051_PR500_120H_X3_P6:G11,PREP051_PR500_120H_X3_P6,G11,PR500A,trt_cp,2.5,BRD-K03827870-001-02-9,GKA-50,PREP051,X3,REP1M
PREP051_PR300P_120H_X3.L2_R3:G11,PREP051_PR300P_120H_X3.L2_R3,G11,PR500B,trt_cp,2.5,BRD-K03827870-001-02-9,GKA-50,PREP051,X3,REP1M
PREP050_PR500_120H_X1_P6:H03,PREP050_PR500_120H_X1_P6,H03,PR500A,trt_cp,2.5,BRD-K00003260-001-01-9,glecaprevir,PREP050,X1,REP1M
PREP050_PR300P_120H_X1.L2_R3:H03,PREP050_PR300P_120H_X1.L2_R3,H03,PR500B,trt_cp,2.5,BRD-K00003260-001-01-9,glecaprevir,PREP050,X1,REP1M
PREP050_PR500_120H_X2_P6:O13,PREP050_PR500_120H_X2_P6,O13,PR500A,trt_cp,2.5,BRD-K00003260-001-01-9,glecaprevir,PREP050,X2,REP1M
PREP050_PR300P_120H_X2.L2_R3:O13,PREP050_PR300P_120H_X2.L2_R3,O13,PR500B,trt_cp,2.5,BRD-K00003260-001-01-9,glecaprevir,PREP050,X2,REP1M
PREP050_PR500_120H_X3.L2_P6:A04,PREP050_PR500_120H_X3.L2_P6,A04,PR500A,trt_cp,2.5,BRD-K00003260-001-01-9,glecaprevir,PREP050,X3,REP1M
PREP050_PR300P_120H_X3.L2_R3:A04,PREP050_PR300P_120H_X3.L2_R3,A04,PR500B,trt_cp,2.5,BRD-K00003260-001-01-9,glecaprevir,PREP050,X3,REP1M
PREP050_PR500_120H_X1_P6:F20,PREP050_PR500_120H_X1_P6,F20,PR500A,trt_cp,2.5,BRD-K00003288-003-01-9,glesatinib,PREP050,X1,REP1M
PREP050_PR300P_120H_X1.L2_R3:F20,PREP050_PR300P_120H_X1.L2_R3,F20,PR500B,trt_cp,2.5,BRD-K00003288-003-01-9,glesatinib,PREP050,X1,REP1M
PREP050_PR500_120H_X2_P6:L23,PREP050_PR500_120H_X2_P6,L23,PR500A,trt_cp,2.5,BRD-K00003288-003-01-9,glesatinib,PREP050,X2,REP1M
PREP050_PR300P_120H_X2.L2_R3:L23,PREP050_PR300P_120H_X2.L2_R3,L23,PR500B,trt_cp,2.5,BRD-K00003288-003-01-9,glesatinib,PREP050,X2,REP1M
PREP050_PR500_120H_X3.L2_P6:P13,PREP050_PR500_120H_X3.L2_P6,P13,PR500A,trt_cp,2.5,BRD-K00003288-003-01-9,glesatinib,PREP050,X3,REP1M
PREP050_PR300P_120H_X3.L2_R3:P13,PREP050_PR300P_120H_X3.L2_R3,P13,PR500B,trt_cp,2.5,BRD-K00003288-003-01-9,glesatinib,PREP050,X3,REP1M
PREP049_PR500_120H_X1_P6:C05,PREP049_PR500_120H_X1_P6,C05,PR500A,trt_cp,2.5,BRD-K00004731-001-01-9,Gln-1062,PREP049,X1,REP1M
PREP049_PR300P_120H_X1.L2_R3:C05,PREP049_PR300P_120H_X1.L2_R3,C05,PR500B,trt_cp,2.5,BRD-K00004731-001-01-9,Gln-1062,PREP049,X1,REP1M
PREP049_PR500_120H_X2_P6:L19,PREP049_PR500_120H_X2_P6,L19,PR500A,trt_cp,2.5,BRD-K00004731-001-01-9,Gln-1062,PREP049,X2,REP1M
PREP049_PR300P_120H_X2.L2_R3:L19,PREP049_PR300P_120H_X2.L2_R3,L19,PR500B,trt_cp,2.5,BRD-K00004731-001-01-9,Gln-1062,PREP049,X2,REP1M
PREP049_PR500_120H_X3_P6:P10,PREP049_PR500_120H_X3_P6,P10,PR500A,trt_cp,2.5,BRD-K00004731-001-01-9,Gln-1062,PREP049,X3,REP1M
PREP049_PR300P_120H_X3.L2_R3:P10,PREP049_PR300P_120H_X3.L2_R3,P10,PR500B,trt_cp,2.5,BRD-K00004731-001-01-9,Gln-1062,PREP049,X3,REP1M
PREP050_PR500_120H_X1_P6:N06,PREP050_PR500_120H_X1_P6,N06,PR500A,trt_cp,2.5,BRD-K00003380-001-01-9,GLPG0187,PREP050,X1,REP1M
PREP050_PR300P_120H_X1.L2_R3:N06,PREP050_PR300P_120H_X1.L2_R3,N06,PR500B,trt_cp,2.5,BRD-K00003380-001-01-9,GLPG0187,PREP050,X1,REP1M
PREP050_PR500_120H_X2_P6:A17,PREP050_PR500_120H_X2_P6,A17,PR500A,trt_cp,2.5,BRD-K00003380-001-01-9,GLPG0187,PREP050,X2,REP1M
PREP050_PR300P_120H_X2.L2_R3:A17,PREP050_PR300P_120H_X2.L2_R3,A17,PR500B,trt_cp,2.5,BRD-K00003380-001-01-9,GLPG0187,PREP050,X2,REP1M
PREP050_PR500_120H_X3.L2_P6:E23,PREP050_PR500_120H_X3.L2_P6,E23,PR500A,trt_cp,2.5,BRD-K00003380-001-01-9,GLPG0187,PREP050,X3,REP1M
PREP050_PR300P_120H_X3.L2_R3:E23,PREP050_PR300P_120H_X3.L2_R3,E23,PR500B,trt_cp,2.5,BRD-K00003380-001-01-9,GLPG0187,PREP050,X3,REP1M
PREP051_PR500_120H_X1.L2_P6:L12,PREP051_PR500_120H_X1.L2_P6,L12,PR500A,trt_cp,2.5,BRD-K00003095-001-01-9,GLPG1837,PREP051,X1,REP1M
PREP051_PR300P_120H_X1.L2_R3:L12,PREP051_PR300P_120H_X1.L2_R3,L12,PR500B,trt_cp,2.5,BRD-K00003095-001-01-9,GLPG1837,PREP051,X1,REP1M
PREP051_PR500_120H_X2_P6:A16,PREP051_PR500_120H_X2_P6,A16,PR500A,trt_cp,2.5,BRD-K00003095-001-01-9,GLPG1837,PREP051,X2,REP1M
PREP051_PR300P_120H_X2.L2_R3:A16,PREP051_PR300P_120H_X2.L2_R3,A16,PR500B,trt_cp,2.5,BRD-K00003095-001-01-9,GLPG1837,PREP051,X2,REP1M
PREP051_PR500_120H_X3_P6:E08,PREP051_PR500_120H_X3_P6,E08,PR500A,trt_cp,2.5,BRD-K00003095-001-01-9,GLPG1837,PREP051,X3,REP1M
PREP051_PR300P_120H_X3.L2_R3:E08,PREP051_PR300P_120H_X3.L2_R3,E08,PR500B,trt_cp,2.5,BRD-K00003095-001-01-9,GLPG1837,PREP051,X3,REP1M
PREP051_PR500_120H_X1.L2_P6:P06,PREP051_PR500_120H_X1.L2_P6,P06,PR500A,trt_cp,2.5,BRD-K00003520-001-01-9,glycerol-phenylbutyrate,PREP051,X1,REP1M
PREP051_PR300P_120H_X1.L2_R3:P06,PREP051_PR300P_120H_X1.L2_R3,P06,PR500B,trt_cp,2.5,BRD-K00003520-001-01-9,glycerol-phenylbutyrate,PREP051,X1,REP1M
PREP051_PR500_120H_X2_P6:G20,PREP051_PR500_120H_X2_P6,G20,PR500A,trt_cp,2.5,BRD-K00003520-001-01-9,glycerol-phenylbutyrate,PREP051,X2,REP1M
PREP051_PR300P_120H_X2.L2_R3:G20,PREP051_PR300P_120H_X2.L2_R3,G20,PR500B,trt_cp,2.5,BRD-K00003520-001-01-9,glycerol-phenylbutyrate,PREP051,X2,REP1M
PREP051_PR500_120H_X3_P6:M03,PREP051_PR500_120H_X3_P6,M03,PR500A,trt_cp,2.5,BRD-K00003520-001-01-9,glycerol-phenylbutyrate,PREP051,X3,REP1M
PREP051_PR300P_120H_X3.L2_R3:M03,PREP051_PR300P_120H_X3.L2_R3,M03,PR500B,trt_cp,2.5,BRD-K00003520-001-01-9,glycerol-phenylbutyrate,PREP051,X3,REP1M
PREP049_PR500_120H_X1_P6:F08,PREP049_PR500_120H_X1_P6,F08,PR500A,trt_cp,2.5,BRD-K00004613-001-01-9,GM-1485,PREP049,X1,REP1M
PREP049_PR300P_120H_X1.L2_R3:F08,PREP049_PR300P_120H_X1.L2_R3,F08,PR500B,trt_cp,2.5,BRD-K00004613-001-01-9,GM-1485,PREP049,X1,REP1M
PREP049_PR500_120H_X2_P6:K13,PREP049_PR500_120H_X2_P6,K13,PR500A,trt_cp,2.5,BRD-K00004613-001-01-9,GM-1485,PREP049,X2,REP1M
PREP049_PR300P_120H_X2.L2_R3:K13,PREP049_PR300P_120H_X2.L2_R3,K13,PR500B,trt_cp,2.5,BRD-K00004613-001-01-9,GM-1485,PREP049,X2,REP1M
PREP049_PR500_120H_X3_P6:B16,PREP049_PR500_120H_X3_P6,B16,PR500A,trt_cp,2.5,BRD-K00004613-001-01-9,GM-1485,PREP049,X3,REP1M
PREP049_PR300P_120H_X3.L2_R3:B16,PREP049_PR300P_120H_X3.L2_R3,B16,PR500B,trt_cp,2.5,BRD-K00004613-001-01-9,GM-1485,PREP049,X3,REP1M
PREP049_PR500_120H_X1_P6:A21,PREP049_PR500_120H_X1_P6,A21,PR500A,trt_cp,2.5,BRD-K33963447-001-03-9,GNE-7915,PREP049,X1,REP1M
PREP049_PR300P_120H_X1.L2_R3:A21,PREP049_PR300P_120H_X1.L2_R3,A21,PR500B,trt_cp,2.5,BRD-K33963447-001-03-9,GNE-7915,PREP049,X1,REP1M
PREP049_PR500_120H_X2_P6:K16,PREP049_PR500_120H_X2_P6,K16,PR500A,trt_cp,2.5,BRD-K33963447-001-03-9,GNE-7915,PREP049,X2,REP1M
PREP049_PR300P_120H_X2.L2_R3:K16,PREP049_PR300P_120H_X2.L2_R3,K16,PR500B,trt_cp,2.5,BRD-K33963447-001-03-9,GNE-7915,PREP049,X2,REP1M
PREP049_PR500_120H_X3_P6:C08,PREP049_PR500_120H_X3_P6,C08,PR500A,trt_cp,2.5,BRD-K33963447-001-03-9,GNE-7915,PREP049,X3,REP1M
PREP049_PR300P_120H_X3.L2_R3:C08,PREP049_PR300P_120H_X3.L2_R3,C08,PR500B,trt_cp,2.5,BRD-K33963447-001-03-9,GNE-7915,PREP049,X3,REP1M
PREP052_PR500_120H_X1_P6:E01,PREP052_PR500_120H_X1_P6,E01,PR500A,trt_cp,2.5,BRD-K69075588-001-02-9,GNF-7,PREP052,X1,REP1M
PREP052_PR300P_120H_X1.L2_R3:E01,PREP052_PR300P_120H_X1.L2_R3,E01,PR500B,trt_cp,2.5,BRD-K69075588-001-02-9,GNF-7,PREP052,X1,REP1M
PREP052_PR500_120H_X2_P6:M22,PREP052_PR500_120H_X2_P6,M22,PR500A,trt_cp,2.5,BRD-K69075588-001-02-9,GNF-7,PREP052,X2,REP1M
PREP052_PR300P_120H_X2.L2_R3:M22,PREP052_PR300P_120H_X2.L2_R3,M22,PR500B,trt_cp,2.5,BRD-K69075588-001-02-9,GNF-7,PREP052,X2,REP1M
PREP052_PR500_120H_X3.L2_P6:G07,PREP052_PR500_120H_X3.L2_P6,G07,PR500A,trt_cp,2.5,BRD-K69075588-001-02-9,GNF-7,PREP052,X3,REP1M
PREP052_PR300P_120H_X3.L2_R3:G07,PREP052_PR300P_120H_X3.L2_R3,G07,PR500B,trt_cp,2.5,BRD-K69075588-001-02-9,GNF-7,PREP052,X3,REP1M
PREP051_PR500_120H_X1.L2_P6:N23,PREP051_PR500_120H_X1.L2_P6,N23,PR500A,trt_cp,2.5,BRD-K64748124-300-06-9,GNTI,PREP051,X1,REP1M
PREP051_PR300P_120H_X1.L2_R3:N23,PREP051_PR300P_120H_X1.L2_R3,N23,PR500B,trt_cp,2.5,BRD-K64748124-300-06-9,GNTI,PREP051,X1,REP1M
PREP051_PR500_120H_X2_P6:L05,PREP051_PR500_120H_X2_P6,L05,PR500A,trt_cp,2.5,BRD-K64748124-300-06-9,GNTI,PREP051,X2,REP1M
PREP051_PR300P_120H_X2.L2_R3:L05,PREP051_PR300P_120H_X2.L2_R3,L05,PR500B,trt_cp,2.5,BRD-K64748124-300-06-9,GNTI,PREP051,X2,REP1M
PREP051_PR500_120H_X3_P6:B04,PREP051_PR500_120H_X3_P6,B04,PR500A,trt_cp,2.5,BRD-K64748124-300-06-9,GNTI,PREP051,X3,REP1M
PREP051_PR300P_120H_X3.L2_R3:B04,PREP051_PR300P_120H_X3.L2_R3,B04,PR500B,trt_cp,2.5,BRD-K64748124-300-06-9,GNTI,PREP051,X3,REP1M
PREP052_PR500_120H_X1_P6:J12,PREP052_PR500_120H_X1_P6,J12,PR500A,trt_cp,2.5,BRD-A90201073-001-02-9,GPi-688,PREP052,X1,REP1M
PREP052_PR300P_120H_X1.L2_R3:J12,PREP052_PR300P_120H_X1.L2_R3,J12,PR500B,trt_cp,2.5,BRD-A90201073-001-02-9,GPi-688,PREP052,X1,REP1M
PREP052_PR500_120H_X2_P6:O24,PREP052_PR500_120H_X2_P6,O24,PR500A,trt_cp,2.5,BRD-A90201073-001-02-9,GPi-688,PREP052,X2,REP1M
PREP052_PR300P_120H_X2.L2_R3:O24,PREP052_PR300P_120H_X2.L2_R3,O24,PR500B,trt_cp,2.5,BRD-A90201073-001-02-9,GPi-688,PREP052,X2,REP1M
PREP052_PR500_120H_X3.L2_P6:K14,PREP052_PR500_120H_X3.L2_P6,K14,PR500A,trt_cp,2.5,BRD-A90201073-001-02-9,GPi-688,PREP052,X3,REP1M
PREP052_PR300P_120H_X3.L2_R3:K14,PREP052_PR300P_120H_X3.L2_R3,K14,PR500B,trt_cp,2.5,BRD-A90201073-001-02-9,GPi-688,PREP052,X3,REP1M
PREP049_PR500_120H_X1_P6:I13,PREP049_PR500_120H_X1_P6,I13,PR500A,trt_cp,2.5,BRD-K26526496-001-03-9,GS-967,PREP049,X1,REP1M
PREP049_PR300P_120H_X1.L2_R3:I13,PREP049_PR300P_120H_X1.L2_R3,I13,PR500B,trt_cp,2.5,BRD-K26526496-001-03-9,GS-967,PREP049,X1,REP1M
PREP049_PR500_120H_X2_P6:B15,PREP049_PR500_120H_X2_P6,B15,PR500A,trt_cp,2.5,BRD-K26526496-001-03-9,GS-967,PREP049,X2,REP1M
PREP049_PR300P_120H_X2.L2_R3:B15,PREP049_PR300P_120H_X2.L2_R3,B15,PR500B,trt_cp,2.5,BRD-K26526496-001-03-9,GS-967,PREP049,X2,REP1M
PREP049_PR500_120H_X3_P6:F05,PREP049_PR500_120H_X3_P6,F05,PR500A,trt_cp,2.5,BRD-K26526496-001-03-9,GS-967,PREP049,X3,REP1M
PREP049_PR300P_120H_X3.L2_R3:F05,PREP049_PR300P_120H_X3.L2_R3,F05,PR500B,trt_cp,2.5,BRD-K26526496-001-03-9,GS-967,PREP049,X3,REP1M
PREP051_PR500_120H_X1.L2_P6:N15,PREP051_PR500_120H_X1.L2_P6,N15,PR500A,trt_cp,2.5,BRD-K33521504-300-01-6,GSK-LSD-1,PREP051,X1,REP1M
PREP051_PR300P_120H_X1.L2_R3:N15,PREP051_PR300P_120H_X1.L2_R3,N15,PR500B,trt_cp,2.5,BRD-K33521504-300-01-6,GSK-LSD-1,PREP051,X1,REP1M
PREP051_PR500_120H_X2_P6:K22,PREP051_PR500_120H_X2_P6,K22,PR500A,trt_cp,2.5,BRD-K33521504-300-01-6,GSK-LSD-1,PREP051,X2,REP1M
PREP051_PR300P_120H_X2.L2_R3:K22,PREP051_PR300P_120H_X2.L2_R3,K22,PR500B,trt_cp,2.5,BRD-K33521504-300-01-6,GSK-LSD-1,PREP051,X2,REP1M
PREP051_PR500_120H_X3_P6:K01,PREP051_PR500_120H_X3_P6,K01,PR500A,trt_cp,2.5,BRD-K33521504-300-01-6,GSK-LSD-1,PREP051,X3,REP1M
PREP051_PR300P_120H_X3.L2_R3:K01,PREP051_PR300P_120H_X3.L2_R3,K01,PR500B,trt_cp,2.5,BRD-K33521504-300-01-6,GSK-LSD-1,PREP051,X3,REP1M
PREP051_PR500_120H_X1.L2_P6:L10,PREP051_PR500_120H_X1.L2_P6,L10,PR500A,trt_cp,2.5,BRD-K36697397-003-02-9,GSK1562590,PREP051,X1,REP1M
PREP051_PR300P_120H_X1.L2_R3:L10,PREP051_PR300P_120H_X1.L2_R3,L10,PR500B,trt_cp,2.5,BRD-K36697397-003-02-9,GSK1562590,PREP051,X1,REP1M
PREP051_PR500_120H_X2_P6:H19,PREP051_PR500_120H_X2_P6,H19,PR500A,trt_cp,2.5,BRD-K36697397-003-02-9,GSK1562590,PREP051,X2,REP1M
PREP051_PR300P_120H_X2.L2_R3:H19,PREP051_PR300P_120H_X2.L2_R3,H19,PR500B,trt_cp,2.5,BRD-K36697397-003-02-9,GSK1562590,PREP051,X2,REP1M
PREP051_PR500_120H_X3_P6:I07,PREP051_PR500_120H_X3_P6,I07,PR500A,trt_cp,2.5,BRD-K36697397-003-02-9,GSK1562590,PREP051,X3,REP1M
PREP051_PR300P_120H_X3.L2_R3:I07,PREP051_PR300P_120H_X3.L2_R3,I07,PR500B,trt_cp,2.5,BRD-K36697397-003-02-9,GSK1562590,PREP051,X3,REP1M
PREP051_PR500_120H_X1.L2_P6:C24,PREP051_PR500_120H_X1.L2_P6,C24,PR500A,trt_cp,2.5,BRD-K00003166-001-01-9,GSK189254,PREP051,X1,REP1M
PREP051_PR300P_120H_X1.L2_R3:C24,PREP051_PR300P_120H_X1.L2_R3,C24,PR500B,trt_cp,2.5,BRD-K00003166-001-01-9,GSK189254,PREP051,X1,REP1M
PREP051_PR500_120H_X2_P6:E09,PREP051_PR500_120H_X2_P6,E09,PR500A,trt_cp,2.5,BRD-K00003166-001-01-9,GSK189254,PREP051,X2,REP1M
PREP051_PR300P_120H_X2.L2_R3:E09,PREP051_PR300P_120H_X2.L2_R3,E09,PR500B,trt_cp,2.5,BRD-K00003166-001-01-9,GSK189254,PREP051,X2,REP1M
PREP051_PR500_120H_X3_P6:J04,PREP051_PR500_120H_X3_P6,J04,PR500A,trt_cp,2.5,BRD-K00003166-001-01-9,GSK189254,PREP051,X3,REP1M
PREP051_PR300P_120H_X3.L2_R3:J04,PREP051_PR300P_120H_X3.L2_R3,J04,PR500B,trt_cp,2.5,BRD-K00003166-001-01-9,GSK189254,PREP051,X3,REP1M
PREP049_PR500_120H_X1_P6:J22,PREP049_PR500_120H_X1_P6,J22,PR500A,trt_cp,2.5,BRD-K25412176-001-04-9,GSK2110183,PREP049,X1,REP1M
PREP049_PR300P_120H_X1.L2_R3:J22,PREP049_PR300P_120H_X1.L2_R3,J22,PR500B,trt_cp,2.5,BRD-K25412176-001-04-9,GSK2110183,PREP049,X1,REP1M
PREP049_PR500_120H_X2_P6:O10,PREP049_PR500_120H_X2_P6,O10,PR500A,trt_cp,2.5,BRD-K25412176-001-04-9,GSK2110183,PREP049,X2,REP1M
PREP049_PR300P_120H_X2.L2_R3:O10,PREP049_PR300P_120H_X2.L2_R3,O10,PR500B,trt_cp,2.5,BRD-K25412176-001-04-9,GSK2110183,PREP049,X2,REP1M
PREP049_PR500_120H_X3_P6:A03,PREP049_PR500_120H_X3_P6,A03,PR500A,trt_cp,2.5,BRD-K25412176-001-04-9,GSK2110183,PREP049,X3,REP1M
PREP049_PR300P_120H_X3.L2_R3:A03,PREP049_PR300P_120H_X3.L2_R3,A03,PR500B,trt_cp,2.5,BRD-K25412176-001-04-9,GSK2110183,PREP049,X3,REP1M
PREP052_PR500_120H_X1_P6:A01,PREP052_PR500_120H_X1_P6,A01,PR500A,trt_cp,2.5,BRD-K90737788-001-02-9,GSK2193874,PREP052,X1,REP1M
PREP052_PR300P_120H_X1.L2_R3:A01,PREP052_PR300P_120H_X1.L2_R3,A01,PR500B,trt_cp,2.5,BRD-K90737788-001-02-9,GSK2193874,PREP052,X1,REP1M
PREP052_PR500_120H_X2_P6:O23,PREP052_PR500_120H_X2_P6,O23,PR500A,trt_cp,2.5,BRD-K90737788-001-02-9,GSK2193874,PREP052,X2,REP1M
PREP052_PR300P_120H_X2.L2_R3:O23,PREP052_PR300P_120H_X2.L2_R3,O23,PR500B,trt_cp,2.5,BRD-K90737788-001-02-9,GSK2193874,PREP052,X2,REP1M
PREP052_PR500_120H_X3.L2_P6:H22,PREP052_PR500_120H_X3.L2_P6,H22,PR500A,trt_cp,2.5,BRD-K90737788-001-02-9,GSK2193874,PREP052,X3,REP1M
PREP052_PR300P_120H_X3.L2_R3:H22,PREP052_PR300P_120H_X3.L2_R3,H22,PR500B,trt_cp,2.5,BRD-K90737788-001-02-9,GSK2193874,PREP052,X3,REP1M
PREP050_PR500_120H_X1_P6:O03,PREP050_PR500_120H_X1_P6,O03,PR500A,trt_cp,2.5,BRD-K00003364-001-01-9,GSK2239633A,PREP050,X1,REP1M
PREP050_PR300P_120H_X1.L2_R3:O03,PREP050_PR300P_120H_X1.L2_R3,O03,PR500B,trt_cp,2.5,BRD-K00003364-001-01-9,GSK2239633A,PREP050,X1,REP1M
PREP050_PR500_120H_X2_P6:L21,PREP050_PR500_120H_X2_P6,L21,PR500A,trt_cp,2.5,BRD-K00003364-001-01-9,GSK2239633A,PREP050,X2,REP1M
PREP050_PR300P_120H_X2.L2_R3:L21,PREP050_PR300P_120H_X2.L2_R3,L21,PR500B,trt_cp,2.5,BRD-K00003364-001-01-9,GSK2239633A,PREP050,X2,REP1M
PREP050_PR500_120H_X3.L2_P6:N22,PREP050_PR500_120H_X3.L2_P6,N22,PR500A,trt_cp,2.5,BRD-K00003364-001-01-9,GSK2239633A,PREP050,X3,REP1M
PREP050_PR300P_120H_X3.L2_R3:N22,PREP050_PR300P_120H_X3.L2_R3,N22,PR500B,trt_cp,2.5,BRD-K00003364-001-01-9,GSK2239633A,PREP050,X3,REP1M
PREP049_PR500_120H_X1_P6:K18,PREP049_PR500_120H_X1_P6,K18,PR500A,trt_cp,2.5,BRD-K00003379-001-01-9,GSK2256098,PREP049,X1,REP1M
PREP049_PR300P_120H_X1.L2_R3:K18,PREP049_PR300P_120H_X1.L2_R3,K18,PR500B,trt_cp,2.5,BRD-K00003379-001-01-9,GSK2256098,PREP049,X1,REP1M
PREP049_PR500_120H_X2_P6:C24,PREP049_PR500_120H_X2_P6,C24,PR500A,trt_cp,2.5,BRD-K00003379-001-01-9,GSK2256098,PREP049,X2,REP1M
PREP049_PR300P_120H_X2.L2_R3:C24,PREP049_PR300P_120H_X2.L2_R3,C24,PR500B,trt_cp,2.5,BRD-K00003379-001-01-9,GSK2256098,PREP049,X2,REP1M
PREP049_PR500_120H_X3_P6:D19,PREP049_PR500_120H_X3_P6,D19,PR500A,trt_cp,2.5,BRD-K00003379-001-01-9,GSK2256098,PREP049,X3,REP1M
PREP049_PR300P_120H_X3.L2_R3:D19,PREP049_PR300P_120H_X3.L2_R3,D19,PR500B,trt_cp,2.5,BRD-K00003379-001-01-9,GSK2256098,PREP049,X3,REP1M
PREP051_PR500_120H_X1.L2_P6:O17,PREP051_PR500_120H_X1.L2_P6,O17,PR500A,trt_cp,2.5,BRD-K00004689-001-01-9,GSK239512,PREP051,X1,REP1M
PREP051_PR300P_120H_X1.L2_R3:O17,PREP051_PR300P_120H_X1.L2_R3,O17,PR500B,trt_cp,2.5,BRD-K00004689-001-01-9,GSK239512,PREP051,X1,REP1M
PREP051_PR500_120H_X2_P6:P04,PREP051_PR500_120H_X2_P6,P04,PR500A,trt_cp,2.5,BRD-K00004689-001-01-9,GSK239512,PREP051,X2,REP1M
PREP051_PR300P_120H_X2.L2_R3:P04,PREP051_PR300P_120H_X2.L2_R3,P04,PR500B,trt_cp,2.5,BRD-K00004689-001-01-9,GSK239512,PREP051,X2,REP1M
PREP051_PR500_120H_X3_P6:G06,PREP051_PR500_120H_X3_P6,G06,PR500A,trt_cp,2.5,BRD-K00004689-001-01-9,GSK239512,PREP051,X3,REP1M
PREP051_PR300P_120H_X3.L2_R3:G06,PREP051_PR300P_120H_X3.L2_R3,G06,PR500B,trt_cp,2.5,BRD-K00004689-001-01-9,GSK239512,PREP051,X3,REP1M
PREP052_PR500_120H_X1_P6:C04,PREP052_PR500_120H_X1_P6,C04,PR500A,trt_cp,2.5,BRD-K81689258-001-04-8,GSK2606414,PREP052,X1,REP1M
PREP052_PR300P_120H_X1.L2_R3:C04,PREP052_PR300P_120H_X1.L2_R3,C04,PR500B,trt_cp,2.5,BRD-K81689258-001-04-8,GSK2606414,PREP052,X1,REP1M
PREP052_PR500_120H_X2_P6:L17,PREP052_PR500_120H_X2_P6,L17,PR500A,trt_cp,2.5,BRD-K81689258-001-04-8,GSK2606414,PREP052,X2,REP1M
PREP052_PR300P_120H_X2.L2_R3:L17,PREP052_PR300P_120H_X2.L2_R3,L17,PR500B,trt_cp,2.5,BRD-K81689258-001-04-8,GSK2606414,PREP052,X2,REP1M
PREP052_PR500_120H_X3.L2_P6:C23,PREP052_PR500_120H_X3.L2_P6,C23,PR500A,trt_cp,2.5,BRD-K81689258-001-04-8,GSK2606414,PREP052,X3,REP1M
PREP052_PR300P_120H_X3.L2_R3:C23,PREP052_PR300P_120H_X3.L2_R3,C23,PR500B,trt_cp,2.5,BRD-K81689258-001-04-8,GSK2606414,PREP052,X3,REP1M
PREP052_PR500_120H_X1_P6:F24,PREP052_PR500_120H_X1_P6,F24,PR500A,trt_cp,2.5,BRD-K17472821-001-01-2,GSK2830371,PREP052,X1,REP1M
